2025-09-30 19:27:13,357 | INFO | app.events.redis_event | Subscribe to channel: ['event.agent.progress.user:*', 'event.agent.success.user:*', 'event.agent.failure.user:*']
2025-09-30 19:30:20,274 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 19:30:20,298 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 19:30:20,278 | INFO | app.utils.file_utils | Created directory: documents/user_1/agent_30
2025-09-30 19:30:20,307 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 19:30:20,308 | INFO | app.utils.agent_utils | Initializing Customer Service AI agent for agent 30
2025-09-30 19:30:20,323 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 19:30:20,327 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 19:30:20,311 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 19:30:38,842 | INFO | app.utils.agent_utils | Customer Service AI agent initialized for agent 30
2025-09-30 19:30:38,852 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 19:30:38,858 | INFO | app.utils.file_utils | Saved file: documents/user_1/agent_30\products.csv (type: txt)
2025-09-30 19:30:38,859 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 19:30:38,882 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 19:30:38,885 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 19:30:38,885 | INFO | app.AI.document_store.RAG | Successfully loaded document: products.csv
2025-09-30 19:30:38,888 | INFO | app.AI.customer_service | Successfully loaded document: products.csv
2025-09-30 19:30:41,361 | INFO | app.AI.customer_service | Successfully added document 'products.csv' with ID '39'
2025-09-30 19:30:41,363 | INFO | app.utils.agent_utils | Added document products.csv to agent 30
2025-09-30 19:30:41,371 | INFO | app.utils.file_utils | Saved file: documents/user_1/agent_30\FAQ.pdf (type: pdf)
2025-09-30 19:30:43,225 | INFO | app.AI.document_store.RAG | Successfully loaded document: FAQ.pdf
2025-09-30 19:30:43,228 | INFO | app.AI.customer_service | Successfully loaded document: FAQ.pdf
2025-09-30 19:30:44,058 | INFO | app.AI.customer_service | Successfully added document 'FAQ.pdf' with ID '40'
2025-09-30 19:30:44,059 | INFO | app.utils.agent_utils | Added document FAQ.pdf to agent 30
2025-09-30 19:30:44,072 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 19:30:44,078 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 19:30:44,094 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 19:30:44,113 | INFO | app.utils.event_utils | Published event.agent.success event for agent 2 for user 1
2025-09-30 19:30:44,112 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 19:30:44,119 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.success.user:1
2025-09-30 19:30:44,138 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 19:30:44,140 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_SUCCESS
2025-09-30 19:37:07,359 | INFO | main | Redis event bus stopped
2025-09-30 19:37:44,958 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-09-30 19:37:44,964 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-09-30 19:37:44,965 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-09-30 19:38:22,441 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-09-30 19:38:22,442 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-09-30 19:38:22,442 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-09-30 19:38:47,582 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-09-30 19:38:47,587 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-09-30 19:38:47,588 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-09-30 19:39:07,724 | INFO | app.events.redis_event | Subscribe to channel: ['event.agent.progress.user:*', 'event.agent.success.user:*', 'event.agent.failure.user:*']
2025-09-30 19:39:07,728 | INFO | main | Redis event bus started
2025-09-30 19:39:32,814 | INFO | app.tasks.test_task | Task Execution: user_id 1
2025-09-30 19:39:32,824 | INFO | app.tasks.test_task | Creating Customer Service Agent for user 1
2025-09-30 19:39:32,885 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 19:39:32,952 | INFO | app.tasks.test_task | Agent data: name='Customer Support Bot' avatar=None model='gpt-4o' description=None base_prompt='You are a helpful customer service agent' tone='friendly' short_term_memory=False long_term_memory=False status='active' company_name='PT. lord suroso' industry='Teknologi AI' company_description='tidak ada' address='jln.kwitang no 4, Jakarta Pusat' email='suroso@gmail.com' website=None fallback_email='siti@gmail.com'
2025-09-30 19:39:33,427 | INFO | app.tasks.test_task | New agent: <Agent name=Customer Support Bot user_id=1>
2025-09-30 19:39:33,872 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 19:39:33,872 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 19:39:34,187 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 19:39:34,023 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 19:39:34,297 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 19:39:34,301 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 19:39:34,726 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 19:39:34,643 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 19:39:34,791 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 19:39:34,792 | INFO | app.utils.file_utils | Created directory: documents/user_1/agent_31
2025-09-30 19:39:34,803 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 19:39:34,811 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 19:39:34,830 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 19:39:34,846 | INFO | app.utils.agent_utils | Initializing Customer Service AI agent for agent 31
2025-09-30 19:39:34,853 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 19:39:34,853 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 19:39:34,856 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 19:39:49,474 | INFO | app.utils.agent_utils | Customer Service AI agent initialized for agent 31
2025-09-30 19:39:49,626 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 19:39:49,628 | INFO | app.utils.file_utils | Saved file: documents/user_1/agent_31\products.csv (type: txt)
2025-09-30 19:39:49,655 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 19:39:49,657 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 19:39:49,663 | INFO | app.AI.document_store.RAG | Successfully loaded document: products.csv
2025-09-30 19:39:49,663 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 19:39:49,665 | INFO | app.AI.customer_service | Successfully loaded document: products.csv
2025-09-30 19:39:53,775 | INFO | app.AI.customer_service | Successfully added document 'products.csv' with ID '41'
2025-09-30 19:39:53,924 | INFO | app.utils.agent_utils | Added document products.csv to agent 31
2025-09-30 19:39:53,956 | INFO | app.utils.file_utils | Saved file: documents/user_1/agent_31\FAQ.pdf (type: pdf)
2025-09-30 19:39:55,580 | INFO | app.AI.document_store.RAG | Successfully loaded document: FAQ.pdf
2025-09-30 19:39:55,581 | INFO | app.AI.customer_service | Successfully loaded document: FAQ.pdf
2025-09-30 19:39:56,628 | INFO | app.AI.customer_service | Successfully added document 'FAQ.pdf' with ID '42'
2025-09-30 19:39:56,631 | INFO | app.utils.agent_utils | Added document FAQ.pdf to agent 31
2025-09-30 19:39:56,647 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 19:39:56,652 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 19:39:56,662 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 19:39:56,664 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 19:39:56,716 | INFO | app.utils.event_utils | Published event.agent.success event for agent 2 for user 1
2025-09-30 19:39:56,725 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 19:39:56,725 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.success.user:1
2025-09-30 19:39:56,727 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_SUCCESS
2025-09-30 19:43:37,905 | INFO | main | Redis event bus stopped
2025-09-30 19:45:37,793 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-09-30 19:45:37,797 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-09-30 19:45:37,802 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-09-30 19:46:11,111 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-09-30 19:46:11,113 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-09-30 19:46:11,118 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-09-30 19:46:26,964 | INFO | app.events.redis_event | Subscribe to channel: ['event.agent.progress.user:*', 'event.agent.success.user:*', 'event.agent.failure.user:*']
2025-09-30 19:46:26,965 | INFO | main | Redis event bus started
2025-09-30 19:47:08,615 | WARNING | app.dependencies.auth | Access attempt without token
2025-09-30 19:47:20,681 | INFO | app.controllers.auth_controller | User khaerul@gmail.com login is successfully.
2025-09-30 19:47:31,892 | INFO | app.tasks.test_task | Task Execution: user_id 1
2025-09-30 19:47:31,908 | INFO | app.tasks.test_task | Creating Customer Service Agent for user 1
2025-09-30 19:47:31,922 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 19:47:31,973 | INFO | app.tasks.test_task | Agent data: name='Customer Support Bot' avatar=None model='gpt-4o' description=None base_prompt='You are a helpful customer service agent' tone='friendly' short_term_memory=False long_term_memory=False status='active' company_name='PT. lord suroso' industry='Teknologi AI' company_description='tidak ada' address='jln.kwitang no 4, Jakarta Pusat' email='suroso@gmail.com' website=None fallback_email='siti@gmail.com'
2025-09-30 19:47:32,219 | INFO | app.tasks.test_task | New agent: <Agent name=Customer Support Bot user_id=1>
2025-09-30 19:47:32,241 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 19:47:32,243 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 19:47:32,230 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 19:47:32,353 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 19:47:32,363 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 19:47:32,374 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 19:47:32,367 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 19:47:32,386 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 19:47:32,379 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 19:47:32,392 | INFO | app.utils.file_utils | Created directory: documents/user_1/agent_32
2025-09-30 19:47:32,408 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 19:47:32,411 | INFO | app.utils.agent_utils | Initializing Customer Service AI agent for agent 32
2025-09-30 19:47:32,416 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 19:47:32,425 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 19:47:32,418 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 19:47:32,437 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 19:47:32,442 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 19:47:52,228 | INFO | app.utils.agent_utils | Customer Service AI agent initialized for agent 32
2025-09-30 19:47:52,232 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 19:47:52,238 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 19:47:52,237 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 19:47:52,240 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 19:47:52,239 | INFO | app.utils.file_utils | Saved file: documents/user_1/agent_32\products.csv (type: txt)
2025-09-30 19:47:52,258 | INFO | app.AI.document_store.RAG | Successfully loaded document: products.csv
2025-09-30 19:47:52,263 | INFO | app.AI.customer_service | Successfully loaded document: products.csv
2025-09-30 19:47:54,192 | INFO | app.AI.customer_service | Successfully added document 'products.csv' with ID '43'
2025-09-30 19:47:54,418 | INFO | app.utils.agent_utils | Added document products.csv to agent 32
2025-09-30 19:47:54,833 | INFO | app.utils.file_utils | Saved file: documents/user_1/agent_32\FAQ.pdf (type: pdf)
2025-09-30 19:47:56,772 | INFO | app.AI.document_store.RAG | Successfully loaded document: FAQ.pdf
2025-09-30 19:47:56,776 | INFO | app.AI.customer_service | Successfully loaded document: FAQ.pdf
2025-09-30 19:47:58,376 | INFO | app.AI.customer_service | Successfully added document 'FAQ.pdf' with ID '44'
2025-09-30 19:47:58,378 | INFO | app.utils.agent_utils | Added document FAQ.pdf to agent 32
2025-09-30 19:47:58,387 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 19:47:58,390 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 19:47:58,390 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 19:47:58,392 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 19:47:58,411 | INFO | app.utils.event_utils | Published event.agent.success event for agent 2 for user 1
2025-09-30 19:47:58,421 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 19:47:58,422 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_SUCCESS
2025-09-30 19:47:58,422 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.success.user:1
2025-09-30 19:52:29,609 | INFO | main | Redis event bus stopped
2025-09-30 19:53:39,308 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-09-30 19:53:39,321 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-09-30 19:53:39,324 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-09-30 20:00:32,386 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-09-30 20:00:32,392 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-09-30 20:00:32,398 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-09-30 20:01:02,379 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-09-30 20:01:02,383 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-09-30 20:01:02,384 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-09-30 20:01:18,541 | INFO | app.events.redis_event | Subscribe to channel: ['event.agent.progress.user:*', 'event.agent.success.user:*', 'event.agent.failure.user:*']
2025-09-30 20:01:18,542 | INFO | main | Redis event bus started
2025-09-30 20:01:58,617 | INFO | app.tasks.test_task | Task Execution: user_id 1
2025-09-30 20:01:58,670 | INFO | app.tasks.test_task | Creating Customer Service Agent for user 1
2025-09-30 20:01:58,720 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 20:01:59,880 | INFO | app.tasks.test_task | Agent data: name='Customer Support Bot' avatar=None model='gpt-4o' description=None base_prompt='You are a helpful customer service agent' tone='friendly' short_term_memory=False long_term_memory=False status='active' company_name='PT. lord suroso' industry='Teknologi AI' company_description='tidak ada' address='jln.kwitang no 4, Jakarta Pusat' email='suroso@gmail.com' website=None fallback_email='siti@gmail.com'
2025-09-30 20:02:00,418 | INFO | app.tasks.test_task | New agent: <Agent name=Customer Support Bot user_id=1>
2025-09-30 20:02:00,753 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 20:02:00,772 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 20:02:00,776 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 20:02:00,836 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 20:02:00,919 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 20:02:00,920 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 20:02:00,932 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 20:02:00,925 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 20:02:01,054 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 20:02:01,115 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 20:02:00,988 | INFO | app.utils.file_utils | Created directory: documents/user_1/agent_33
2025-09-30 20:02:01,055 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 20:02:01,561 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 20:02:01,570 | INFO | app.utils.agent_utils | Initializing Customer Service AI agent for agent 33
2025-09-30 20:02:01,623 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 20:02:01,636 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 20:02:01,623 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 20:02:18,819 | INFO | app.utils.agent_utils | Customer Service AI agent initialized for agent 33
2025-09-30 20:02:18,827 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 20:02:18,832 | INFO | app.utils.file_utils | Saved file: documents/user_1/agent_33\products.csv (type: csv)
2025-09-30 20:02:18,835 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 20:02:18,848 | INFO | app.tasks.test_task | Processing csv file: products.csv
2025-09-30 20:02:18,855 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 20:02:18,857 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 20:02:19,194 | INFO | app.tasks.test_task | Created database documents/user_1/agent_33\products.db from products.csv
2025-09-30 20:02:19,206 | INFO | app.utils.file_utils | Saved file: documents/user_1/agent_33\FAQ.pdf (type: pdf)
2025-09-30 20:02:19,220 | INFO | app.tasks.test_task | Processing pdf file for RAG: FAQ.pdf
2025-09-30 20:02:20,971 | INFO | app.AI.document_store.RAG | Successfully loaded document: FAQ.pdf
2025-09-30 20:02:20,975 | INFO | app.AI.customer_service | Successfully loaded document: FAQ.pdf
2025-09-30 20:02:24,005 | INFO | app.AI.customer_service | Successfully added document 'FAQ.pdf' with ID '46'
2025-09-30 20:02:24,311 | INFO | app.utils.agent_utils | Added document FAQ.pdf to agent 33
2025-09-30 20:02:24,366 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 20:02:24,394 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 20:02:24,414 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 20:02:24,423 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 20:02:24,560 | INFO | app.utils.event_utils | Published event.agent.success event for agent 2 for user 1
2025-09-30 20:02:24,670 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 20:02:24,806 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_SUCCESS
2025-09-30 20:02:24,645 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.success.user:1
2025-09-30 20:03:44,489 | WARNING | app.controllers.agent_controller | Agent not found
2025-09-30 20:06:56,408 | INFO | main | Redis event bus stopped
2025-09-30 20:08:38,980 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-09-30 20:08:39,072 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-09-30 20:08:39,131 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-09-30 20:09:32,404 | INFO | app.events.redis_event | Subscribe event type event.agent.progress
2025-09-30 20:09:32,407 | INFO | app.events.redis_event | Subscribe event type event.agent.success
2025-09-30 20:09:32,408 | INFO | app.events.redis_event | Subscribe event type event.agent.failure
2025-09-30 20:09:52,499 | INFO | app.events.redis_event | Subscribe to channel: ['event.agent.progress.user:*', 'event.agent.success.user:*', 'event.agent.failure.user:*']
2025-09-30 20:09:52,501 | INFO | main | Redis event bus started
2025-09-30 20:13:31,441 | WARNING | app.controllers.agent_controller | Agent not found
2025-09-30 20:14:10,822 | INFO | app.tasks.test_task | Task Execution: user_id 1
2025-09-30 20:14:10,853 | INFO | app.tasks.test_task | Creating Customer Service Agent for user 1
2025-09-30 20:14:10,875 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 20:14:11,828 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 20:14:11,820 | INFO | app.tasks.test_task | Agent data: name='Customer Support Bot' avatar=None model='gpt-4o' description=None base_prompt='You are a helpful customer service agent' tone='friendly' short_term_memory=False long_term_memory=False status='active' company_name='PT. lord suroso' industry='Teknologi AI' company_description='tidak ada' address='jln.kwitang no 4, Jakarta Pusat' email='suroso@gmail.com' website=None fallback_email='siti@gmail.com'
2025-09-30 20:14:11,880 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 20:14:11,909 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 20:14:12,169 | INFO | app.tasks.test_task | New agent: <Agent name=Customer Support Bot user_id=1>
2025-09-30 20:14:12,417 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 20:14:12,428 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 20:14:12,429 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 20:14:12,439 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 20:14:12,436 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 20:14:12,506 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 20:14:12,519 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 20:14:12,523 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 20:14:12,520 | INFO | app.utils.file_utils | Created directory: documents/user_1/agent_34
2025-09-30 20:14:12,558 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 20:14:12,571 | INFO | app.utils.agent_utils | Initializing Customer Service AI agent for agent 34
2025-09-30 20:14:12,580 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 20:14:12,580 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 20:14:12,587 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 20:14:30,031 | INFO | app.utils.agent_utils | Customer Service AI agent initialized for agent 34
2025-09-30 20:14:30,038 | INFO | app.utils.event_utils | Published event.agent.progress event for agent 2 for user 1
2025-09-30 20:14:30,046 | INFO | app.events.redis_event | User with id 1 published to channel event.agent.progress.user:1
2025-09-30 20:14:30,047 | INFO | app.utils.file_utils | Saved file: documents/user_1/agent_34\products.csv (type: csv)
2025-09-30 20:14:30,051 | INFO | app.events.redis_event | Sending the message to handler function
2025-09-30 20:14:30,053 | INFO | app.events.redis_event | The handler function accepted the message: event type EventType.AGENT_CREATION_PROGRESS
2025-09-30 20:14:30,062 | INFO | app.tasks.test_task | Processing csv file: products.csv
2025-09-30 20:14:30,430 | INFO | app.tasks.test_task | Created database documents/user_1/agent_34\products.db from products.csv
2025-09-30 20:14:30,454 | INFO | app.utils.file_utils | Saved file: documents/user_1/agent_34\FAQ.pdf (type: pdf)
2025-09-30 20:14:30,465 | INFO | app.tasks.test_task | Processing pdf file for RAG: FAQ.pdf
2025-09-30 20:14:33,451 | INFO | app.AI.document_store.RAG | Successfully loaded document: FAQ.pdf
2025-09-30 20:14:33,457 | INFO | app.AI.customer_service | Successfully loaded document: FAQ.pdf
